Service , Message , Max , Min , Average , Count , frequency , TimedOut

Tool,setupTool,343.75,343.75,343.75,1,0
Tool,getContext,0,0,0,1,0
Tool,connect,15.625,15.625,15.625,1,0
Tool,tearDownTool,0,0,0,1,0
